ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Living_With,Customer_Age,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Acceptance_Rate,Channel_Preference,Average_Purchase_Amount,Campaign_Engagement,Num_Children,Family_Size
2404,1976,Graduate,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,Partner,37,257,10,0,0.0,Web,25.7,0.0,2,4
9422,1989,Graduate,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,Partner,24,131,7,0,0.0,Store,18.714285714285715,0.0,1,3
1966,1965,Postgraduate,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,Partner,48,1672,25,1,0.2,Store,66.88,0.3,0,2
6864,1989,Postgraduate,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,Alone,25,30,6,0,0.0,Web,5.0,0.0,0,1
3033,1963,Postgraduate,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,Partner,50,318,10,0,0.0,Catalog,31.8,0.0,0,2
5710,1970,Graduate,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,Partner,42,120,7,1,0.2,Store,17.142857142857142,0.4,1,3
7373,1952,Postgraduate,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,Alone,60,302,11,0,0.0,Store,27.454545454545453,0.0,2,3
8755,1946,Postgraduate,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,Partner,67,1196,17,0,0.0,Store,70.3529411764706,0.0,0,2
10738,1951,Postgraduate,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Alone,62,65,5,0,0.0,Store,13.0,0.0,2,3
4339,1970,Postgraduate,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,Partner,43,913,23,0,0.0,Store,39.69565217391305,0.0,1,3
10755,1976,Undergraduate,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,Partner,37,81,6,0,0.0,Web,13.5,0.0,1,3
8595,1973,Graduate,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,Alone,41,67,5,0,0.0,Store,13.4,0.0,1,2
2968,1943,Postgraduate,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,Alone,70,902,22,1,0.2,Catalog,41.0,0.5,0,1
8601,1980,Graduate,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,Partner,33,1395,19,0,0.0,Web,73.42105263157895,0.0,1,3
503,1985,Postgraduate,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Partner,28,53,5,0,0.0,Store,10.6,0.0,1,3
8430,1957,Graduate,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,Partner,55,22,3,0,0.0,Store,7.333333333333333,0.0,1,3
2139,1975,Postgraduate,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,Partner,38,31,5,0,0.0,Store,6.2,0.0,1,3
1371,1976,Graduate,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,Alone,38,984,15,0,0.0,Store,65.6,0.0,0,1
9909,1996,Undergraduate,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,Partner,16,122,7,0,0.0,Web,17.428571428571427,0.0,0,2
7286,1968,Graduate,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,Partner,45,55,4,0,0.0,Web,13.75,0.0,1,3
6566,1954,Postgraduate,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,Partner,58,1319,19,0,0.0,Store,69.42105263157895,0.0,2,4
8614,1957,Graduate,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,Alone,57,507,16,0,0.0,Store,31.6875,0.0,1,2
4114,1964,Postgraduate,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,Partner,48,1693,28,0,0.0,Store,60.464285714285715,0.0,0,2
1331,1977,Graduate,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Alone,36,72,5,0,0.0,Store,14.4,0.0,1,2
2225,1977,Graduate,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,Alone,37,1617,20,2,0.4,Catalog,80.85,0.7,0,1
9381,1978,Graduate,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,Partner,35,606,16,0,0.0,Store,37.875,0.0,2,4
6260,1955,Postgraduate,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,Partner,57,1957,26,1,0.2,Store,75.26923076923077,0.3,0,2
10383,1966,Graduate,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,Alone,47,1093,20,0,0.0,Store,54.65,0.0,0,1
7437,1988,Graduate,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,Alone,26,29,5,0,0.0,Store,5.8,0.0,1,2
8375,1968,Postgraduate,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,Partner,46,518,16,0,0.0,Web,32.375,0.0,1,3
6853,1982,Postgraduate,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,Alone,31,1438,20,2,0.4,Store,71.9,0.7,0,1
3076,1975,Graduate,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,Partner,37,612,18,0,0.0,Store,34.0,0.0,2,4
1012,1952,Graduate,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,Alone,61,884,20,0,0.0,Store,44.2,0.0,1,2
6518,1951,Postgraduate,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,Alone,62,606,18,0,0.0,Store,33.666666666666664,0.0,1,2
4137,1948,Graduate,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,Partner,65,1076,15,0,0.0,Web,71.73333333333333,0.0,0,2
8082,1971,Graduate,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,Partner,42,34,4,0,0.0,Store,8.5,0.0,1,3
1386,1967,Graduate,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Partner,47,11,3,0,0.0,Store,3.6666666666666665,0.0,2,4
9369,1979,Undergraduate,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,Alone,35,1274,31,2,0.4,Web,41.096774193548384,0.7,1,2
4477,1958,Graduate,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,Partner,55,653,17,0,0.0,Store,38.411764705882355,0.0,1,3
1357,1970,Graduate,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,Partner,43,1562,12,0,0.0,Store,130.16666666666666,0.0,3,5
1402,1954,Postgraduate,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,Partner,58,1253,18,0,0.0,Catalog,69.61111111111111,0.0,0,2
6312,1959,Graduate,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,Partner,54,863,26,0,0.0,Store,33.19230769230769,0.0,1,3
8132,1975,Postgraduate,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,Partner,38,661,19,1,0.2,Web,34.78947368421053,0.4,2,4
1050,1952,Graduate,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,Partner,62,65,7,0,0.0,Store,9.285714285714286,0.0,0,2
5846,1977,Graduate,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Alone,35,13,3,0,0.0,Store,4.333333333333333,0.0,1,2
1859,1972,Postgraduate,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,Partner,40,1890,18,0,0.0,Web,105.0,0.0,0,2
7503,1976,Graduate,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,Alone,36,2209,22,1,0.2,Store,100.4090909090909,0.5,0,1
10401,1976,Undergraduate,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,Partner,37,18,3,0,0.0,Store,6.0,0.0,0,2
1618,1965,Graduate,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,Partner,48,692,19,1,0.2,Web,36.421052631578945,0.5,0,2
3332,1985,Graduate,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,Alone,27,165,8,0,0.0,Store,20.625,0.0,1,2
2261,1969,Graduate,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Partner,44,16,3,0,0.0,Store,5.333333333333333,0.0,1,3
5346,1973,Undergraduate,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,Partner,40,79,6,0,0.0,Web,13.166666666666666,0.0,1,3
4119,1963,Postgraduate,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,Partner,50,318,10,0,0.0,Catalog,31.8,0.0,0,2
535,1987,Graduate,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,Alone,27,778,26,0,0.0,Store,29.923076923076923,0.0,0,1
5268,1960,Graduate,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,Partner,53,56,5,0,0.0,Store,11.2,0.0,2,4
273,1970,Postgraduate,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,Partner,43,151,8,1,0.2,Store,18.875,0.4,2,4
4452,1957,Graduate,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,Alone,57,372,13,2,0.4,Web,28.615384615384617,0.6000000000000001,1,2
8504,1973,Graduate,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Partner,41,1366,18,1,0.2,Store,75.88888888888889,0.3,0,2
771,1967,Graduate,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,Partner,47,194,9,0,0.0,Store,21.555555555555557,0.0,1,3
11178,1972,Postgraduate,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Alone,42,32,4,0,0.0,Store,8.0,0.0,1,2
2230,1970,Postgraduate,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,Partner,44,43,7,0,0.0,Web,6.142857142857143,0.0,1,3
7516,1983,Graduate,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Partner,31,45,5,0,0.0,Store,9.0,0.0,1,3
7247,1960,Graduate,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,Alone,52,606,17,1,0.2,Web,35.64705882352941,0.4,1,2
11100,1972,Graduate,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Alone,41,63,5,0,0.0,Store,12.6,0.0,2,3
4646,1951,Undergraduate,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,Partner,62,978,24,1,0.2,Store,40.75,0.2,0,2
3037,1983,Postgraduate,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,Partner,30,410,14,0,0.0,Store,29.285714285714285,0.0,0,2
1473,1960,Undergraduate,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Alone,53,72,5,0,0.0,Store,14.4,0.0,1,2
1016,1959,Postgraduate,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Alone,55,55,5,0,0.0,Store,11.0,0.0,1,2
4518,1979,Graduate,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,Partner,34,1169,25,0,0.0,Store,46.76,0.0,1,3
9370,1945,Postgraduate,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,Partner,68,1120,15,0,0.0,Web,74.66666666666667,0.0,0,2
8373,1979,Undergraduate,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Partner,34,29,4,0,0.0,Store,7.25,0.0,1,3
7533,1964,Graduate,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,Partner,49,187,9,0,0.0,Web,20.77777777777778,0.0,2,4
2683,1969,Graduate,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,Partner,44,910,22,0,0.0,Store,41.36363636363637,0.0,2,4
3629,1978,Graduate,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,Alone,34,145,7,0,0.0,Web,20.714285714285715,0.0,1,2
10991,1960,Postgraduate,89058.0,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,Partner,52,850,13,0,0.0,Web,65.38461538461539,0.0,0,2
5077,1979,Graduate,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,Partner,34,969,23,0,0.0,Store,42.130434782608695,0.0,1,3
3267,1963,Postgraduate,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,Partner,51,608,17,1,0.2,Web,35.76470588235294,0.4,1,3
999,1991,Graduate,86037.0,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,Alone,22,730,24,2,0.4,Store,30.416666666666668,0.7,0,1
9215,1980,Postgraduate,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,Partner,32,551,16,0,0.0,Web,34.4375,0.0,1,3
2286,1962,Graduate,50785.0,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Alone,51,114,6,0,0.0,Store,19.0,0.0,2,3
1592,1970,Graduate,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,Partner,44,1724,15,2,0.4,Catalog,114.93333333333334,0.5,0,2
367,1978,Undergraduate,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,Partner,35,577,15,0,0.0,Web,38.46666666666667,0.0,1,3
5234,1967,Undergraduate,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,Partner,46,81,5,0,0.0,Store,16.2,0.0,2,4
9862,1969,Graduate,21918.0,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Partner,44,33,5,0,0.0,Store,6.6,0.0,1,3
9805,1953,Postgraduate,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,Partner,60,660,18,0,0.0,Store,36.666666666666664,0.0,1,3
6205,1967,Postgraduate,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,Alone,47,80,6,0,0.0,Store,13.333333333333334,0.0,1,2
8442,1985,Postgraduate,19510.0,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Partner,28,30,4,0,0.0,Store,7.5,0.0,2,4
7386,1976,Graduate,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Alone,37,43,4,0,0.0,Store,10.75,0.0,1,2
7215,1983,Graduate,101970.0,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,Alone,30,1135,27,3,0.6,Store,42.03703703703704,0.8999999999999999,0,1
1491,1965,Undergraduate,71488.0,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,Partner,48,559,14,0,0.0,Store,39.92857142857143,0.0,0,2
11071,1984,Graduate,79607.0,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,Alone,29,1923,15,0,0.0,Store,128.2,0.0,0,1
3381,1953,Postgraduate,54348.0,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,Partner,61,90,6,0,0.0,Store,15.0,0.0,2,4
11051,1956,Postgraduate,77376.0,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,Partner,58,661,19,0,0.0,Store,34.78947368421053,0.0,2,4
8026,1952,Graduate,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,Partner,61,463,14,0,0.0,Web,33.07142857142857,0.0,1,3
433,1958,Postgraduate,61331.0,1,1,2013-03-10,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,Alone,55,632,18,0,0.0,Web,35.111111111111114,0.0,2,3
9597,1969,Graduate,73448.0,0,0,2014-02-10,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,Partner,45,725,18,0,0.0,Store,40.27777777777778,0.0,0,2
5290,1964,Postgraduate,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,Partner,49,279,11,0,0.0,Web,25.363636363636363,0.0,2,4
1685,1967,Postgraduate,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,Partner,46,1482,22,1,0.2,Store,67.36363636363636,0.4,0,2
5342,1976,Undergraduate,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Alone,36,29,4,0,0.0,Store,7.25,0.0,1,2
9579,1959,Postgraduate,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,Partner,54,106,6,0,0.0,Web,17.666666666666668,0.0,3,5
7660,1973,Postgraduate,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,Alone,41,49,4,1,0.2,Store,12.25,0.5,2,3
1461,1965,Postgraduate,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Alone,48,38,5,0,0.0,Store,7.6,0.0,2,3
821,1992,Postgraduate,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,0,Alone,20,2077,21,0,0.0,Store,98.9047619047619,0.0,0,1
11084,1976,Postgraduate,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,1,Partner,37,1053,15,0,0.0,Store,70.2,0.0,1,3
8690,1962,Graduate,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,3,11,0,Partner,51,1385,22,0,0.0,Store,62.95454545454545,0.0,0,2
2937,1974,Postgraduate,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,Alone,39,871,22,0,0.0,Store,39.59090909090909,0.0,1,2
